tic_id,obs_id,file_type,file_path
389525208,59768986,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000389525208-s0001_tess_v1_tp.fits
389525208,201331376,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000389525208-s0067_tess_v1_tp.fits
389525208,27808876,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2020186164531-s0027-0000000389525208-0189-s_tp.fits
389525208,171672739,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2023181235917-s0067-0000000389525208-0261-s_tp.fits
220518305,53788081,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000220518305-s0028_tess_v1_tp.fits
220518305,53995712,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000220518305-s0029_tess_v1_tp.fits
220518305,54148644,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000220518305-s0030_tess_v1_tp.fits
220518305,59806670,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000220518305-s0001_tess_v1_tp.fits
220518305,60141863,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000220518305-s0003_tess_v1_tp.fits
403136413,53810838,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000403136413-s0028_tess_v1_tp.fits
403136413,59824420,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000403136413-s0001_tess_v1_tp.fits
403136413,201651263,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000403136413-s0068_tess_v1_tp.fits
403136413,27822345,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2020212050318-s0028-0000000403136413-0190-s_tp.fits
253917293,53764038,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000253917293-s0028_tess_v1_tp.fits
253917293,59755531,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000253917293-s0001_tess_v1_tp.fits
253917293,201534082,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000253917293-s0068_tess_v1_tp.fits
79395355,53571594,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000079395355-s0027_tess_v1_tp.fits
79395355,59751323,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000079395355-s0001_tess_v1_tp.fits
79395355,201171121,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000079395355-s0067_tess_v1_tp.fits
79395355,201395662,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000079395355-s0068_tess_v1_tp.fits
350743714,60074970,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350743714-s0003_tess_v1_tp.fits
350743714,60245166,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350743714-s0004_tess_v1_tp.fits
350743714,60418858,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350743714-s0005_tess_v1_tp.fits
350743714,60555399,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350743714-s0006_tess_v1_tp.fits
350743714,62124866,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350743714-s0007_tess_v1_tp.fits
309257814,53749757,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000309257814-s0028_tess_v1_tp.fits
309257814,61460468,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000309257814-s0031_tess_v1_tp.fits
309257814,63021071,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000309257814-s0010_tess_v1_tp.fits
309257814,65318406,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000309257814-s0035_tess_v1_tp.fits
309257814,65622892,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000309257814-s0036_tess_v1_tp.fits
272086159,53635258,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000272086159-s0027_tess_v1_tp.fits
272086159,53763907,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000272086159-s0028_tess_v1_tp.fits
272086159,53961637,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000272086159-s0029_tess_v1_tp.fits
272086159,54155147,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000272086159-s0030_tess_v1_tp.fits
272086159,59959217,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000272086159-s0002_tess_v1_tp.fits
51912829,53824785,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000051912829-s0028_tess_v1_tp.fits
51912829,53902557,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000051912829-s0029_tess_v1_tp.fits
51912829,59720243,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000051912829-s0001_tess_v1_tp.fits
51912829,59876830,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000051912829-s0002_tess_v1_tp.fits
51912829,201380207,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000051912829-s0068_tess_v1_tp.fits
183979262,53547693,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000183979262-s0027_tess_v1_tp.fits
183979262,53814262,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000183979262-s0028_tess_v1_tp.fits
183979262,53867833,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000183979262-s0029_tess_v1_tp.fits
183979262,59704228,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000183979262-s0001_tess_v1_tp.fits
183979262,59862717,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000183979262-s0002_tess_v1_tp.fits
300871545,53582202,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000300871545-s0027_tess_v1_tp.fits
300871545,53744815,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000300871545-s0028_tess_v1_tp.fits
300871545,53937228,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000300871545-s0029_tess_v1_tp.fits
300871545,54078775,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000300871545-s0030_tess_v1_tp.fits
300871545,59735414,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000300871545-s0001_tess_v1_tp.fits
259962054,53642671,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000259962054-s0027_tess_v1_tp.fits
259962054,53793610,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000259962054-s0028_tess_v1_tp.fits
259962054,53956935,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000259962054-s0029_tess_v1_tp.fits
259962054,54150885,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000259962054-s0030_tess_v1_tp.fits
259962054,59811980,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000259962054-s0001_tess_v1_tp.fits
260271203,59802079,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260271203-s0001_tess_v1_tp.fits
260271203,59979939,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260271203-s0002_tess_v1_tp.fits
260271203,60139753,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260271203-s0003_tess_v1_tp.fits
260271203,60305356,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260271203-s0004_tess_v1_tp.fits
260271203,60445778,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260271203-s0005_tess_v1_tp.fits
260043723,53631138,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260043723-s0027_tess_v1_tp.fits
260043723,53760124,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260043723-s0028_tess_v1_tp.fits
260043723,53959735,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260043723-s0029_tess_v1_tp.fits
260043723,54153645,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260043723-s0030_tess_v1_tp.fits
260043723,59821184,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260043723-s0001_tess_v1_tp.fits
260609205,59773590,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260609205-s0001_tess_v1_tp.fits
260609205,59985930,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260609205-s0002_tess_v1_tp.fits
260609205,60149591,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260609205-s0003_tess_v1_tp.fits
260609205,60294666,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260609205-s0004_tess_v1_tp.fits
260609205,60442317,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000260609205-s0005_tess_v1_tp.fits
316937670,53752759,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000316937670-s0028_tess_v1_tp.fits
316937670,59787395,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000316937670-s0001_tess_v1_tp.fits
316937670,59937299,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000316937670-s0002_tess_v1_tp.fits
316937670,201604960,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000316937670-s0068_tess_v1_tp.fits
316937670,27821604,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2020212050318-s0028-0000000316937670-0190-s_tp.fits
144440290,53857456,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000144440290-s0029_tess_v1_tp.fits
144440290,59838705,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000144440290-s0002_tess_v1_tp.fits
144440290,213088277,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000144440290-s0069_tess_v1_tp.fits
144440290,27904419,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2020238165205-s0029-0000000144440290-0193-s_tp.fits
144440290,60868692,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2018234235059-s0002-0000000144440290-0121-s_tp.fits
326453034,53734566,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000326453034-s0028_tess_v1_tp.fits
326453034,59930942,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000326453034-s0002_tess_v1_tp.fits
326453034,201609486,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000326453034-s0068_tess_v1_tp.fits
326453034,27821661,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2020212050318-s0028-0000000326453034-0190-s_tp.fits
326453034,60881756,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2018234235059-s0002-0000000326453034-0121-s_tp.fits
47484268,53889420,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000047484268-s0029_tess_v1_tp.fits
47484268,59892743,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000047484268-s0002_tess_v1_tp.fits
47484268,213064620,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000047484268-s0069_tess_v1_tp.fits
47484268,27901316,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2020238165205-s0029-0000000047484268-0193-s_tp.fits
47484268,60874716,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2018234235059-s0002-0000000047484268-0121-s_tp.fits
160074939,53692831,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000160074939-s0028_tess_v1_tp.fits
160074939,59872034,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000160074939-s0002_tess_v1_tp.fits
160074939,201447264,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000160074939-s0068_tess_v1_tp.fits
160074939,213082088,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000160074939-s0069_tess_v1_tp.fits
160074939,27819842,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2020212050318-s0028-0000000160074939-0190-s_tp.fits
9727392,53885818,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000009727392-s0029_tess_v1_tp.fits
9727392,59885349,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000009727392-s0002_tess_v1_tp.fits
9727392,95152028,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000009727392-s0042_tess_v1_tp.fits
9727392,213065433,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000009727392-s0069_tess_v1_tp.fits
9727392,229483695,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000009727392-s0070_tess_v1_tp.fits
120585579,59863588,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000120585579-s0002_tess_v1_tp.fits
120585579,213076925,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000120585579-s0069_tess_v1_tp.fits
120585579,60874910,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2018234235059-s0002-0000000120585579-0121-s_tp.fits
120585579,182732676,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/tess2023237165326-s0069-0000000120585579-0264-s_tp.fits
49687222,53910884,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000049687222-s0029_tess_v1_tp.fits
49687222,59894762,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000049687222-s0002_tess_v1_tp.fits
49687222,95166519,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000049687222-s0042_tess_v1_tp.fits
49687222,213071198,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000049687222-s0069_tess_v1_tp.fits
49687222,229498801,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000049687222-s0070_tess_v1_tp.fits
350445771,59740668,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350445771-s0001_tess_v1_tp.fits
350445771,59897928,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350445771-s0002_tess_v1_tp.fits
350445771,60085141,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350445771-s0003_tess_v1_tp.fits
350445771,60239114,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350445771-s0004_tess_v1_tp.fits
350445771,60383879,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000350445771-s0005_tess_v1_tp.fits
279740441,53726094,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000279740441-s0028_tess_v1_tp.fits
279740441,53938863,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000279740441-s0029_tess_v1_tp.fits
279740441,54108106,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000279740441-s0030_tess_v1_tp.fits
279740441,59756503,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000279740441-s0001_tess_v1_tp.fits
279740441,59916123,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000279740441-s0002_tess_v1_tp.fits
281979481,60097257,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281979481-s0003_tess_v1_tp.fits
281979481,61954652,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281979481-s0033_tess_v1_tp.fits
281979481,63041360,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281979481-s0010_tess_v1_tp.fits
281979481,63164279,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281979481-s0011_tess_v1_tp.fits
281979481,63288653,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281979481-s0012_tess_v1_tp.fits
382188882,53587159,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000382188882-s0027_tess_v1_tp.fits
382188882,53750232,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000382188882-s0028_tess_v1_tp.fits
382188882,54081099,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000382188882-s0030_tess_v1_tp.fits
382188882,59739974,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000382188882-s0001_tess_v1_tp.fits
382188882,60099002,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000382188882-s0003_tess_v1_tp.fits
29781292,53562248,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029781292-s0027_tess_v1_tp.fits
29781292,53696409,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029781292-s0028_tess_v1_tp.fits
29781292,53879977,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029781292-s0029_tess_v1_tp.fits
29781292,54072182,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029781292-s0030_tess_v1_tp.fits
29781292,59712440,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029781292-s0001_tess_v1_tp.fits
277103955,53629916,TP,/run/media/maverick/X10 Pro/exoplanetDataset/falsePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000277103955-s0027_tess_v1_tp.fits
