tic_id,obs_id,file_type,file_path
92352620,59715131,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000092352620-s0001_tess_v1_tp.fits
92352620,201401066,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000092352620-s0068_tess_v1_tp.fits
92352620,27799265,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020186164531-s0027-0000000092352620-0189-s_tp.fits
92352620,60833511,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000092352620-0120-s_tp.fits
289793076,53788757,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000289793076-s0028_tess_v1_tp.fits
289793076,59810679,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000289793076-s0001_tess_v1_tp.fits
289793076,201583833,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000289793076-s0068_tess_v1_tp.fits
289793076,27821291,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000289793076-0190-s_tp.fits
289793076,60841017,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000289793076-0120-s_tp.fits
29344935,53705884,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029344935-s0028_tess_v1_tp.fits
29344935,59727889,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029344935-s0001_tess_v1_tp.fits
29344935,201364082,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029344935-s0068_tess_v1_tp.fits
29344935,27818497,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000029344935-0190-s_tp.fits
29344935,60835362,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000029344935-0120-s_tp.fits
281459670,53737535,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281459670-s0028_tess_v1_tp.fits
281459670,53922315,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281459670-s0029_tess_v1_tp.fits
281459670,59767492,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281459670-s0001_tess_v1_tp.fits
281459670,59923981,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281459670-s0002_tess_v1_tp.fits
281459670,201579028,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281459670-s0068_tess_v1_tp.fits
355703913,53719258,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000355703913-s0028_tess_v1_tp.fits
355703913,59789732,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000355703913-s0001_tess_v1_tp.fits
355703913,59944036,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000355703913-s0002_tess_v1_tp.fits
355703913,201623247,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000355703913-s0068_tess_v1_tp.fits
355703913,27821894,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000355703913-0190-s_tp.fits
388104525,53591039,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000388104525-s0027_tess_v1_tp.fits
388104525,53745074,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000388104525-s0028_tess_v1_tp.fits
388104525,53945218,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000388104525-s0029_tess_v1_tp.fits
388104525,54086255,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000388104525-s0030_tess_v1_tp.fits
388104525,59779202,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000388104525-s0001_tess_v1_tp.fits
97409519,59732957,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000097409519-s0001_tess_v1_tp.fits
97409519,201404284,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000097409519-s0068_tess_v1_tp.fits
97409519,60839329,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000097409519-0120-s_tp.fits
97409519,176746411,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2023209231226-s0068-0000000097409519-0262-s_tp.fits
25155310,53571584,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000025155310-s0027_tess_v1_tp.fits
25155310,53817470,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000025155310-s0028_tess_v1_tp.fits
25155310,53890189,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000025155310-s0029_tess_v1_tp.fits
25155310,54052016,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000025155310-s0030_tess_v1_tp.fits
25155310,59744635,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000025155310-s0001_tess_v1_tp.fits
281541555,53761370,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281541555-s0028_tess_v1_tp.fits
281541555,53975085,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281541555-s0029_tess_v1_tp.fits
281541555,59818515,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281541555-s0001_tess_v1_tp.fits
281541555,59986328,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281541555-s0002_tess_v1_tp.fits
281541555,201579556,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000281541555-s0068_tess_v1_tp.fits
238176110,53633383,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000238176110-s0027_tess_v1_tp.fits
238176110,53776642,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000238176110-s0028_tess_v1_tp.fits
238176110,59771074,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000238176110-s0001_tess_v1_tp.fits
238176110,201251838,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000238176110-s0067_tess_v1_tp.fits
238176110,201529773,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000238176110-s0068_tess_v1_tp.fits
322307342,53730906,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000322307342-s0028_tess_v1_tp.fits
322307342,53946967,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000322307342-s0029_tess_v1_tp.fits
322307342,59724235,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000322307342-s0001_tess_v1_tp.fits
322307342,59927517,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000322307342-s0002_tess_v1_tp.fits
322307342,201607890,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000322307342-s0068_tess_v1_tp.fits
266980320,53766413,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000266980320-s0028_tess_v1_tp.fits
266980320,59757235,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000266980320-s0001_tess_v1_tp.fits
266980320,201552828,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000266980320-s0068_tess_v1_tp.fits
266980320,27820886,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000266980320-0190-s_tp.fits
266980320,60831405,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000266980320-0120-s_tp.fits
278683844,53641076,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000278683844-s0027_tess_v1_tp.fits
278683844,53764377,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000278683844-s0028_tess_v1_tp.fits
278683844,53976614,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000278683844-s0029_tess_v1_tp.fits
278683844,54126544,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000278683844-s0030_tess_v1_tp.fits
278683844,59822709,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000278683844-s0001_tess_v1_tp.fits
394137592,59755310,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000394137592-s0001_tess_v1_tp.fits
394137592,59946703,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000394137592-s0002_tess_v1_tp.fits
394137592,60839720,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000394137592-0120-s_tp.fits
207081058,53794057,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000207081058-s0028_tess_v1_tp.fits
207081058,59816882,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000207081058-s0001_tess_v1_tp.fits
207081058,201487857,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000207081058-s0068_tess_v1_tp.fits
207081058,27830375,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000207081058-0190-s_tp.fits
207081058,60844700,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000207081058-0120-s_tp.fits
231702397,53617147,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000231702397-s0027_tess_v1_tp.fits
231702397,53794441,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000231702397-s0028_tess_v1_tp.fits
231702397,59782759,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000231702397-s0001_tess_v1_tp.fits
231702397,201245698,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000231702397-s0067_tess_v1_tp.fits
231702397,201510531,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000231702397-s0068_tess_v1_tp.fits
290131778,53795876,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000290131778-s0028_tess_v1_tp.fits
290131778,59789194,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000290131778-s0001_tess_v1_tp.fits
290131778,201585833,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000290131778-s0068_tess_v1_tp.fits
290131778,27821304,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000290131778-0190-s_tp.fits
290131778,60832251,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000290131778-0120-s_tp.fits
29831208,59742352,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029831208-s0001_tess_v1_tp.fits
29831208,60041136,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029831208-s0003_tess_v1_tp.fits
29831208,60231235,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029831208-s0004_tess_v1_tp.fits
29831208,60380851,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029831208-s0005_tess_v1_tp.fits
29831208,60512606,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000029831208-s0006_tess_v1_tp.fits
52368076,53832334,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000052368076-s0028_tess_v1_tp.fits
52368076,59697959,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000052368076-s0001_tess_v1_tp.fits
52368076,59884784,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000052368076-s0002_tess_v1_tp.fits
52368076,201382659,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000052368076-s0068_tess_v1_tp.fits
52368076,213047320,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000052368076-s0069_tess_v1_tp.fits
70440470,53684072,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000070440470-s0028_tess_v1_tp.fits
70440470,59697811,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000070440470-s0001_tess_v1_tp.fits
70440470,201394357,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000070440470-s0068_tess_v1_tp.fits
70440470,27825383,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000070440470-0190-s_tp.fits
70440470,60843447,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000070440470-0120-s_tp.fits
234523599,53739185,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234523599-s0028_tess_v1_tp.fits
234523599,53943458,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234523599-s0029_tess_v1_tp.fits
234523599,59768575,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234523599-s0001_tess_v1_tp.fits
234523599,59926088,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234523599-s0002_tess_v1_tp.fits
234523599,201522195,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234523599-s0068_tess_v1_tp.fits
391949880,53589166,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000391949880-s0027_tess_v1_tp.fits
391949880,53736553,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000391949880-s0028_tess_v1_tp.fits
391949880,59725106,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000391949880-s0001_tess_v1_tp.fits
391949880,61488579,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000391949880-s0031_tess_v1_tp.fits
391949880,62588473,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000391949880-s0008_tess_v1_tp.fits
201248411,53780933,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000201248411-s0028_tess_v1_tp.fits
201248411,53972964,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000201248411-s0029_tess_v1_tp.fits
201248411,59803907,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000201248411-s0001_tess_v1_tp.fits
201248411,59982207,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000201248411-s0002_tess_v1_tp.fits
201248411,201473658,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000201248411-s0068_tess_v1_tp.fits
263003176,53624568,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000263003176-s0027_tess_v1_tp.fits
263003176,59777098,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000263003176-s0001_tess_v1_tp.fits
263003176,63304520,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000263003176-s0012_tess_v1_tp.fits
263003176,63508210,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000263003176-s0013_tess_v1_tp.fits
263003176,65985449,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000263003176-s0039_tess_v1_tp.fits
235037761,59797016,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000235037761-s0001_tess_v1_tp.fits
235037761,201524516,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000235037761-s0068_tess_v1_tp.fits
235037761,60835284,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000235037761-0120-s_tp.fits
235037761,176753882,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2023209231226-s0068-0000000235037761-0262-s_tp.fits
89020549,53832113,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000089020549-s0028_tess_v1_tp.fits
89020549,59696041,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000089020549-s0001_tess_v1_tp.fits
89020549,201398025,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000089020549-s0068_tess_v1_tp.fits
89020549,27819251,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000089020549-0190-s_tp.fits
89020549,60839002,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000089020549-0120-s_tp.fits
219338557,53729031,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000219338557-s0028_tess_v1_tp.fits
219338557,59759450,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000219338557-s0001_tess_v1_tp.fits
219338557,201498056,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000219338557-s0068_tess_v1_tp.fits
219338557,27820235,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2020212050318-s0028-0000000219338557-0190-s_tp.fits
219338557,60836407,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/tess2018206045859-s0001-0000000219338557-0120-s_tp.fits
234994474,53759104,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234994474-s0028_tess_v1_tp.fits
234994474,59820729,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234994474-s0001_tess_v1_tp.fits
234994474,201523208,TP,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/TP/hlsp_tess-spoc_tess_phot_0000000234994474-s0068_tess_v1_tp.fits
